217	81823	98008
218	81357	98438
219	80891	98867
220	80426	99297
221	79972	99741
222	79515	100181
223	79071	100636
224	78617	101080
225	78154	101511
226	77695	101947
227	77244	102394
228	76809	102861
229	76365	103317
230	75932	103789
231	75491	104250
232	75031	104684
233	74577	105127
234	74156	105617
235	73696	106051
236	73237	106486
237	72780	106923
238	72319	107355
239	71867	107801
240	71402	108226
241	70939	108654
242	70482	109091
243	70018	109515
244	69559	109948
245	69142	110448
246	68691	110894
247	68237	111334
248	67795	111795
249	67339	112233
250	66884	112672
251	66426	113105
252	65964	113530
253	65503	113958
254	65043	114386
255	64581	114812
256	64119	115235
257	63656	115657
258	63195	116082
259	62731	116501
260	62273	116931
261	61808	117346
262	61347	117769
263	60884	118187
264	60420	118602
265	59958	119021
266	59494	119437
267	59047	119883
268	58591	120314
269	58130	120733
270	57673	121158
271	57211	121574
272	56752	121996
273	56295	122420
274	55840	122849
275	55384	123274
276	54929	123702
277	54475	124131
278	54018	124554
279	53560	124974
280	53108	125408
281	52653	125833
282	52199	126259
283	51744	126685
284	51287	127104
285	50833	127529
286	50378	127953
287	49926	128381
288	49471	128804
289	49015	129223
290	48560	129644
291	48109	130074
292	47654	130492
293	47198	130908
294	46744	131329
295	46290	131751
296	45836	132169
297	45380	132581
298	44938	133036
299	44490	133472
300	44038	133893
301	43590	134329
302	43142	134766
303	42692	135192
304	42244	135625
305	41794	136054
306	41343	136479
307	40896	136914
308	40457	137376
309	40010	137813
310	39560	138239
311	39114	138677
312	38665	139106
313	38214	139528
314	37764	139949
315	37312	140367
316	36865	140800
317	36414	141219
318	35964	141639
319	35522	142091
320	35074	142518
321	34633	142972
322	34187	143410
323	33739	143837
324	33289	144253
325	32844	144694
326	32399	145130
327	31949	145547
328	31507	145999
329	31063	146440
330	30622	146897
331	30177	147338
332	29730	147764
333	29290	148225
334	28844	148659
335	28397	149088
336	27950	149514
337	27506	149952
338	27059	150377
339	26614	150815
340	26168	151246
341	25723	151678
342	25276	152101
343	24829	152526
344	24383	152949
345	23937	153377
346	23495	153830
347	23049	154255
348	22602	154675
349	22158	155106
350	21712	155531
351	21267	155960
352	20820	156376
353	20375	156801
354	19930	157226
355	19484	157650
356	19042	158097
357	18597	158523
358	18153	158951
359	17708	159377
360	17264	159803
361	16819	160230
362	16376	160670
363	15933	161109
364	15490	161542
365	15047	161978
366	14603	162410
367	14159	162837
368	13716	163276
369	13273	163700
370	12828	164121
371	12387	164575
372	11943	164997
373	11500	165432
374	11058	165875
375	10615	166314
376	10172	166744
377	9732	167225
378	9289	167655
379	8846	168091
380	8403	168517
381	7961	168956
382	7519	169408
383	7077	169853
384	6634	170285
385	6191	170715
386	5748	171131
387	5305	171554
388	4863	171981
389	4421	172424
390	3978	172858
391	3536	173294
392	3094	173733
393	2652	174155
394	2209	174584
395	1767	175010
396	1325	175442
397	883	175864
398	441	176297
399	0	176728
